"x","y","z","nObs"
2241147.80012981,-967553.571069831,75674,16
2333747.80012981,-967553.571069831,75676,17
4046847.80012981,-967553.571069831,75713,2
4463547.80012981,-967553.571069831,75722,5
4556147.80012981,-967553.571069831,75724,9
1731847.80012981,-1070553.57106983,76213,3
1824447.80012981,-1070553.57106983,76215,1
1870747.80012981,-1070553.57106983,76216,24
1917047.80012981,-1070553.57106983,76217,22
2009647.80012981,-1070553.57106983,76219,9
2055947.80012981,-1070553.57106983,76220,15
2426347.80012981,-1070553.57106983,76228,1
3907947.80012981,-1070553.57106983,76260,4
4000547.80012981,-1070553.57106983,76262,2
4324647.80012981,-1070553.57106983,76269,1
4370947.80012981,-1070553.57106983,76270,1
4556147.80012981,-1070553.57106983,76274,1
6176647.80012981,-1070553.57106983,76309,2
1778147.80012981,-1173553.57106983,76764,4
1824447.80012981,-1173553.57106983,76765,147
1870747.80012981,-1173553.57106983,76766,56
1917047.80012981,-1173553.57106983,76767,10
2009647.80012981,-1173553.57106983,76769,24
2055947.80012981,-1173553.57106983,76770,1
2426347.80012981,-1173553.57106983,76778,1
3907947.80012981,-1173553.57106983,76810,7
4000547.80012981,-1173553.57106983,76812,20
1778147.80012981,-1276553.57106983,77314,8
1824447.80012981,-1276553.57106983,77315,11
1870747.80012981,-1276553.57106983,77316,8
1917047.80012981,-1276553.57106983,77317,5
1963347.80012981,-1276553.57106983,77318,100
2148547.80012981,-1276553.57106983,77322,1
2241147.80012981,-1276553.57106983,77324,1
2565247.80012981,-1276553.57106983,77331,11
2611547.80012981,-1276553.57106983,77332,9
2657847.80012981,-1276553.57106983,77333,2
2843047.80012981,-1276553.57106983,77337,3
2889347.80012981,-1276553.57106983,77338,6
2935647.80012981,-1276553.57106983,77339,3
4324647.80012981,-1276553.57106983,77369,1
5621047.80012981,-1276553.57106983,77397,1
5759947.80012981,-1276553.57106983,77400,1
6500747.80012981,-1276553.57106983,77416,1
1778147.80012981,-1379553.57106983,77864,1
1824447.80012981,-1379553.57106983,77865,3
1870747.80012981,-1379553.57106983,77866,1
1917047.80012981,-1379553.57106983,77867,27
2565247.80012981,-1379553.57106983,77881,17
2889347.80012981,-1379553.57106983,77888,1
5296947.80012981,-1379553.57106983,77940,1
1778147.80012981,-1482553.57106983,78414,1
2009647.80012981,-1482553.57106983,78419,2
2194847.80012981,-1482553.57106983,78423,1
2241147.80012981,-1482553.57106983,78424,1
6084047.80012981,-1482553.57106983,78507,1
6500747.80012981,-1482553.57106983,78516,2
1870747.80012981,-1585553.57106983,78966,1
2148547.80012981,-1585553.57106983,78972,11
2194847.80012981,-1585553.57106983,78973,5
6500747.80012981,-1585553.57106983,79066,3
1870747.80012981,-1688553.57106983,79516,1
2009647.80012981,-1688553.57106983,79519,8
2333747.80012981,-1688553.57106983,79526,1
2426347.80012981,-1688553.57106983,79528,1
1685547.80012981,-1791553.57106983,80062,1
1917047.80012981,-1791553.57106983,80067,1
1963347.80012981,-1791553.57106983,80068,1
2380047.80012981,-1791553.57106983,80077,2
2565247.80012981,-1791553.57106983,80081,2
3537547.80012981,-1791553.57106983,80102,1
1917047.80012981,-1894553.57106983,80617,2
2241147.80012981,-1894553.57106983,80624,3
2287447.80012981,-1894553.57106983,80625,6
2426347.80012981,-1894553.57106983,80628,2
3398647.80012981,-1894553.57106983,80649,1
3630147.80012981,-1894553.57106983,80654,1
2287447.80012981,-1997553.57106983,81175,1
2333747.80012981,-1997553.57106983,81176,1
3259747.80012981,-1997553.57106983,81196,1
3352347.80012981,-1997553.57106983,81198,4
3398647.80012981,-1997553.57106983,81199,2
3583847.80012981,-1997553.57106983,81203,9
3630147.80012981,-1997553.57106983,81204,3
3676447.80012981,-1997553.57106983,81205,49
3769047.80012981,-1997553.57106983,81207,3
6037747.80012981,-1997553.57106983,81256,1
6084047.80012981,-1997553.57106983,81257,2
2287447.80012981,-2100553.57106983,81725,2
2333747.80012981,-2100553.57106983,81726,3
2380047.80012981,-2100553.57106983,81727,4
2518947.80012981,-2100553.57106983,81730,1
2981947.80012981,-2100553.57106983,81740,2
5482147.80012981,-2100553.57106983,81794,5
6084047.80012981,-2100553.57106983,81807,1
2055947.80012981,-2203553.57106983,82270,1
2102247.80012981,-2203553.57106983,82271,5
2148547.80012981,-2203553.57106983,82272,1
2750447.80012981,-2203553.57106983,82285,6
2796747.80012981,-2203553.57106983,82286,3
2981947.80012981,-2203553.57106983,82290,1
6130347.80012981,-2203553.57106983,82358,4
1731847.80012981,-2306553.57106983,82813,1
2241147.80012981,-2306553.57106983,82824,1
2472647.80012981,-2306553.57106983,82829,2
2704147.80012981,-2306553.57106983,82834,5
2750447.80012981,-2306553.57106983,82835,6
2935647.80012981,-2306553.57106983,82839,4
2981947.80012981,-2306553.57106983,82840,1
3074547.80012981,-2306553.57106983,82842,1
2194847.80012981,-2409553.57106983,83373,1
2241147.80012981,-2409553.57106983,83374,1
2935647.80012981,-2409553.57106983,83389,1
574347.800129814,-2512553.57106983,83888,1
3398647.80012981,-2512553.57106983,83949,3
3444947.80012981,-2512553.57106983,83950,3
3491247.80012981,-2512553.57106983,83951,1
3769047.80012981,-2512553.57106983,83957,2
4324647.80012981,-2512553.57106983,83969,4
4370947.80012981,-2512553.57106983,83970,2
5158047.80012981,-2512553.57106983,83987,1
5204347.80012981,-2512553.57106983,83988,1
5482147.80012981,-2512553.57106983,83994,1
5621047.80012981,-2512553.57106983,83997,2
5991447.80012981,-2512553.57106983,84005,5
-27552.1998701859,-2615553.57106983,84425,7
3074547.80012981,-2615553.57106983,84492,1
3120847.80012981,-2615553.57106983,84493,6
3537547.80012981,-2615553.57106983,84502,5
3583847.80012981,-2615553.57106983,84503,26
3722747.80012981,-2615553.57106983,84506,5
3769047.80012981,-2615553.57106983,84507,8
3815347.80012981,-2615553.57106983,84508,12
5528447.80012981,-2615553.57106983,84545,1
3120847.80012981,-2718553.57106983,85043,1
3306047.80012981,-2718553.57106983,85047,12
3352347.80012981,-2718553.57106983,85048,9
3398647.80012981,-2718553.57106983,85049,8
3444947.80012981,-2718553.57106983,85050,1
3537547.80012981,-2718553.57106983,85052,1
3630147.80012981,-2718553.57106983,85054,22
3815347.80012981,-2718553.57106983,85058,1
-27552.1998701859,-2821553.57106983,85525,1
2657847.80012981,-2821553.57106983,85583,1
2750447.80012981,-2821553.57106983,85585,7
3259747.80012981,-2821553.57106983,85596,1
3491247.80012981,-2821553.57106983,85601,10
3537547.80012981,-2821553.57106983,85602,3
3583847.80012981,-2821553.57106983,85603,16
5945147.80012981,-2821553.57106983,85654,3
3907947.80012981,-2924553.57106983,86160,1
4093147.80012981,-2924553.57106983,86164,2
5852547.80012981,-2924553.57106983,86202,1
5898847.80012981,-2924553.57106983,86203,2
5435847.80012981,-3027553.57106983,86743,2
5482147.80012981,-3027553.57106983,86744,4
5759947.80012981,-3027553.57106983,86750,8
5852547.80012981,-3027553.57106983,86752,5
4185747.80012981,-3130553.57106983,87266,3
5435847.80012981,-3130553.57106983,87293,1
5667347.80012981,-3130553.57106983,87298,4
5759947.80012981,-3130553.57106983,87300,1
5806247.80012981,-3130553.57106983,87301,2
4139447.80012981,-3233553.57106983,87815,6
4880247.80012981,-3233553.57106983,87831,1
5065447.80012981,-3233553.57106983,87835,1
5389547.80012981,-3233553.57106983,87842,1
5482147.80012981,-3233553.57106983,87844,1
5621047.80012981,-3233553.57106983,87847,4
3352347.80012981,-3336553.57106983,88348,2
3398647.80012981,-3336553.57106983,88349,38
3444947.80012981,-3336553.57106983,88350,36
4139447.80012981,-3336553.57106983,88365,1
4185747.80012981,-3336553.57106983,88366,1
4695047.80012981,-3336553.57106983,88377,1
5019147.80012981,-3336553.57106983,88384,6
5204347.80012981,-3336553.57106983,88388,1
5343247.80012981,-3336553.57106983,88391,2
5435847.80012981,-3336553.57106983,88393,4
5482147.80012981,-3336553.57106983,88394,1
5528447.80012981,-3336553.57106983,88395,10
5621047.80012981,-3336553.57106983,88397,1
3259747.80012981,-3439553.57106983,88896,6
3306047.80012981,-3439553.57106983,88897,40
3352347.80012981,-3439553.57106983,88898,92
3398647.80012981,-3439553.57106983,88899,31
3491247.80012981,-3439553.57106983,88901,1
3954247.80012981,-3439553.57106983,88911,4
4046847.80012981,-3439553.57106983,88913,6
4648747.80012981,-3439553.57106983,88926,1
5065447.80012981,-3439553.57106983,88935,8
5111747.80012981,-3439553.57106983,88936,2
5158047.80012981,-3439553.57106983,88937,1
5343247.80012981,-3439553.57106983,88941,1
5389547.80012981,-3439553.57106983,88942,9
5435847.80012981,-3439553.57106983,88943,16
5528447.80012981,-3439553.57106983,88945,1
3213447.80012981,-3542553.57106983,89445,25
3259747.80012981,-3542553.57106983,89446,5
3306047.80012981,-3542553.57106983,89447,46
3352347.80012981,-3542553.57106983,89448,8
3583847.80012981,-3542553.57106983,89453,13
3630147.80012981,-3542553.57106983,89454,8
3722747.80012981,-3542553.57106983,89456,24
4046847.80012981,-3542553.57106983,89463,2
4139447.80012981,-3542553.57106983,89465,3
4972847.80012981,-3542553.57106983,89483,1
5111747.80012981,-3542553.57106983,89486,1
3167147.80012981,-3645553.57106983,89994,2
3213447.80012981,-3645553.57106983,89995,72
3259747.80012981,-3645553.57106983,89996,4
3306047.80012981,-3645553.57106983,89997,63
3352347.80012981,-3645553.57106983,89998,4
3676447.80012981,-3645553.57106983,90005,1
3907947.80012981,-3645553.57106983,90010,2
3954247.80012981,-3645553.57106983,90011,13
4000547.80012981,-3645553.57106983,90012,6
4278347.80012981,-3645553.57106983,90018,7
4324647.80012981,-3645553.57106983,90019,1
3120847.80012981,-3748553.57106983,90543,4
3167147.80012981,-3748553.57106983,90544,14
3213447.80012981,-3748553.57106983,90545,1
3306047.80012981,-3748553.57106983,90547,1
3861647.80012981,-3748553.57106983,90559,10
3907947.80012981,-3748553.57106983,90560,19
3954247.80012981,-3748553.57106983,90561,1
4046847.80012981,-3748553.57106983,90563,16
4093147.80012981,-3748553.57106983,90564,1
4232047.80012981,-3748553.57106983,90567,1
4278347.80012981,-3748553.57106983,90568,22
4370947.80012981,-3748553.57106983,90570,2
4787647.80012981,-3748553.57106983,90579,3
3074547.80012981,-3851553.57106983,91092,1
3120847.80012981,-3851553.57106983,91093,10
3167147.80012981,-3851553.57106983,91094,29
3213447.80012981,-3851553.57106983,91095,14
3259747.80012981,-3851553.57106983,91096,4
3676447.80012981,-3851553.57106983,91105,7
3722747.80012981,-3851553.57106983,91106,1
3815347.80012981,-3851553.57106983,91108,8
3861647.80012981,-3851553.57106983,91109,10
4139447.80012981,-3851553.57106983,91115,3
4185747.80012981,-3851553.57106983,91116,9
4232047.80012981,-3851553.57106983,91117,26
4463547.80012981,-3851553.57106983,91122,4
4787647.80012981,-3851553.57106983,91129,2
2935647.80012981,-3954553.57106983,91639,2
3074547.80012981,-3954553.57106983,91642,3
3120847.80012981,-3954553.57106983,91643,2
3167147.80012981,-3954553.57106983,91644,3
3213447.80012981,-3954553.57106983,91645,5
3259747.80012981,-3954553.57106983,91646,1
3815347.80012981,-3954553.57106983,91658,13
3861647.80012981,-3954553.57106983,91659,15
4000547.80012981,-3954553.57106983,91662,2
4093147.80012981,-3954553.57106983,91664,10
4139447.80012981,-3954553.57106983,91665,7
4185747.80012981,-3954553.57106983,91666,3
2889347.80012981,-4057553.57106983,92188,1
3398647.80012981,-4057553.57106983,92199,10
3722747.80012981,-4057553.57106983,92206,7
3861647.80012981,-4057553.57106983,92209,6
4046847.80012981,-4057553.57106983,92213,2
2981947.80012981,-4160553.57106983,92740,3
4370947.80012981,-4160553.57106983,92770,1
4463547.80012981,-4160553.57106983,92772,1
3954247.80012981,-4263553.57106983,93311,4
4324647.80012981,-4263553.57106983,93319,1
4556147.80012981,-4263553.57106983,93324,1
3815347.80012981,-4366553.57106983,93858,1
4000547.80012981,-4366553.57106983,93862,1
4046847.80012981,-4366553.57106983,93863,1
4185747.80012981,-4366553.57106983,93866,1
4232047.80012981,-4366553.57106983,93867,1
4324647.80012981,-4366553.57106983,93869,3
4417247.80012981,-4366553.57106983,93871,1
-1277652.19987019,-4469553.57106983,94298,2
2704147.80012981,-4469553.57106983,94384,1
3306047.80012981,-4469553.57106983,94397,1
4139447.80012981,-4469553.57106983,94415,1
3630147.80012981,-4675553.57106983,95504,13
3676447.80012981,-4675553.57106983,95505,1
3676447.80012981,-4778553.57106983,96055,12
3861647.80012981,-4778553.57106983,96059,1
